,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
193,1197376,23000,1062240,36363,121,3.0,2007,1255.0,Medium,2009-12-10,860B,860,B,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
194,1197704,19500,1016470,12917,121,3.0,2006,1529.0,High,2009-12-10,RC100,RC100,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,New Hampshire,SSL,Skid Steer Loaders,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Hydraulic,Yes,Yes,High Flow,,,,,,,,,,,
195,1198577,8500,999347,4089,121,3.0,1000,0.0,,2010-02-11,D3B,D3,B,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Lever,,
196,1198808,45000,1012045,15246,121,3.0,2004,861.0,Low,2010-02-11,ZX120,ZX120,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Missouri,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
197,1200165,68000,1029038,16157,121,3.0,2006,0.0,,2010-03-25,90ZV,90,Z,V,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,California,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
198,1200363,15000,803286,7052,121,3.0,1000,3296.0,Low,2010-04-08,307,307,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Kentucky,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,18 inch,None or Unspecified,Manual,None or Unspecified,Double,,,,,
199,1200770,66000,617028,1598,121,3.0,2005,2262.0,Low,2010-04-29,D5NLGP,D5,N,,LGP,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Texas,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,4 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,
200,1201027,22000,1011438,4147,121,3.0,1000,12531.0,Medium,2010-05-06,D8K,D8,K,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
201,1201132,11750,1035881,8215,121,3.0,1000,0.0,,2010-04-29,570,570,,,,,Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
202,1201436,29000,1044725,617,121,3.0,1996,0.0,,2010-05-20,WA380-3L,WA380,,-3L,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,New Mexico,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
203,1201556,10500,1040179,4685,121,3.0,1000,24099.0,Low,2010-05-20,510C,510,C,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,New Mexico,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
204,1201971,91000,1002930,619,121,3.0,2004,5867.0,Medium,2010-05-27,WA380-5,WA380,,-5,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Georgia,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
205,1202632,18500,1015533,16594,121,3.0,2008,966.0,Medium,2010-06-03,PC40MR-2,PC40,MR,-2,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Missouri,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
206,1203161,13000,1044929,3255,121,3.0,1998,8746.0,Medium,2010-07-08,9030B,9030,B,,,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Oregon,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
207,1203201,20500,1029557,4605,121,3.0,2005,3901.0,High,2010-07-22,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
208,1203653,13500,379707,3759,121,3.0,2006,0.0,,2010-06-30,904B,904,B,,,Compact,Wheel Loader - 40.0 to 60.0 Horsepower,Arizona,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
209,1203845,10600,1045847,16770,121,3.0,2007,256.0,Low,2010-06-25,L2800D,L2800,D,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
210,1204341,25500,121626,1129,121,3.0,1999,7678.0,Medium,2010-07-15,315BL,315,B,,L,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Virginia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Triple,,,,,
211,1204547,10500,1035462,17311,121,3.0,2005,1289.0,Medium,2010-09-09,S175,S175,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Washington,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,High Flow,,,,,,,,,,,
212,1204728,13500,1021764,18604,121,3.0,2005,1050.0,Medium,2010-07-29,CTL60,CTL60,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
213,1205131,14000,1018946,28608,121,3.0,2006,751.0,Low,2010-08-19,PC27MR,PC27,MR,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
214,1205378,11000,520915,1528,121,3.0,1997,6707.0,Medium,2010-08-19,D3CIIILGP,D3,C,III,LGP,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Lever,,
215,1205379,23500,1058082,189,121,3.0,1999,470.0,Low,2010-08-19,D31P-20,D31,P,-20,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
216,1205911,7000,1065483,3135,121,3.0,2002,3514.0,Medium,2010-09-09,40XT,40,XT,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
217,1206221,22000,1057033,4605,121,3.0,2005,4048.0,High,2010-09-09,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
218,1206238,10000,1041587,4138,121,3.0,1000,0.0,,2010-09-23,D7F,D7,F,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",North Carolina,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
219,1206643,22500,1051460,26431,121,3.0,2006,1300.0,Low,2010-09-09,E50SR,E50,SR,,,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",New Hampshire,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
220,1207644,18500,1035825,4605,121,3.0,2004,1974.0,Medium,2010-12-02,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Tennessee,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
221,1207862,19500,1000024,17976,121,3.0,2002,1215.0,Low,2010-09-30,TX760B,TX760,B,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
222,1208337,47000,1025071,24540,121,3.0,2005,4652.0,Medium,2010-10-28,225C,225,C,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
223,1208859,42000,732160,23162,121,3.0,2005,2189.0,Medium,2010-10-28,312CL,312,C,,L,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Arkansas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 10""",Manual,Yes,Triple,,,,,
224,1209088,47000,912423,24028,121,3.0,2000,15127.0,Medium,2010-12-02,345BIIL,345,B,II,L,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Kentucky,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
225,1209242,33000,1047703,3542,121,3.0,2002,2677.0,Medium,2010-12-02,420D,420,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arkansas,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,Yes,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
226,1210146,80000,170632,1269,121,3.0,2003,9407.0,Medium,2011-01-27,330CL,330,C,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",California,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
227,1210189,45000,1055151,14272,121,3.0,2005,9442.0,High,2011-02-24,200CLC,200,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Missouri,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,"9' 5""",None or Unspecified,None or Unspecified,Double,,,,,
228,1210447,22500,1028031,4605,121,3.0,2004,2451.0,Medium,2011-01-28,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Indiana,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
229,1210454,10500,1013034,6916,121,3.0,2004,1552.0,Low,2011-01-27,CX31,CX31,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Kentucky,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
230,1210877,11500,1060393,9580,121,3.0,2005,1678.0,Medium,2011-01-28,T190,T190,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
231,1211902,54000,1061549,2144,121,3.0,2005,3819.0,Medium,2011-03-03,SK210LC,SK210,,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,32 inch,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
232,1212359,12000,1019867,4154,121,3.0,1000,4916.0,Low,2011-03-17,D9G,D9,G,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Iowa,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
233,1212612,30000,1067446,1229,121,3.0,1000,0.0,,2011-03-17,325L,325,,,L,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"10' 6""",Hydraulic,None or Unspecified,Double,,,,,
234,1213060,55000,1055728,4776,121,3.0,1998,1830.0,Low,2011-03-31,670C,670,C,,,,Motorgrader - 130.0 to 145.0 Horsepower,North Carolina,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"17.5""",,,,,,,,,,,,,,,
235,1213108,12000,1011669,17311,121,3.0,2005,1279.0,Medium,2011-03-31,S175,S175,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Alabama,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
236,1213856,11000,1028962,6271,121,3.0,2004,1253.0,Low,2011-04-21,RC50,RC50,,,,,Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity,Indiana,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
237,1213893,21500,1069018,4605,121,3.0,2005,2028.0,Medium,2011-03-31,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
238,1214728,30500,1064970,3359,121,3.0,1000,0.0,,2011-06-23,130G,130,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Missouri,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
239,1214904,11000,1002905,19335,121,3.0,2007,1109.0,Medium,2011-06-24,2076,2076,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
240,1215088,10500,1009953,4899,121,3.0,1000,5047.0,Low,2011-07-14,TD9H,TD9,H,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Maryland,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
241,1215269,19500,1003624,18188,121,3.0,2005,1117.0,Low,2011-06-23,ECR38,ECR38,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Minnesota,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
242,1215581,77000,1031764,23799,121,3.0,2008,3340.0,Medium,2011-08-04,WA250-6,WA250,,-6,,,Wheel Loader - 120.0 to 135.0 Horsepower,Texas,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
243,1215685,9000,1002094,3369,121,3.0,1000,0.0,,2011-07-14,14E,14,E,,,,Motorgrader - 145.0 to 170.0 Horsepower,Illinois,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,13',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
244,1217772,48000,1056612,16467,121,3.0,2004,3918.0,High,2011-09-16,PC138USLC2,PC138,US,LC,2,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Missouri,TEX,Track Excavators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1218253,104000,35608,23245,121,3.0,2003,9996.0,Medium,2011-09-29,966GII,966,G,II,,Medium,Wheel Loader - 225.0 to 250.0 Horsepower,Alabama,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
246,1218401,58000,131010,3886,121,3.0,1998,33850.0,High,2011-09-29,988F,988,F,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Georgia,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
247,1218560,11000,1024912,2082,121,3.0,2003,0.0,,2011-09-30,212SU,212,,,SU,,Backhoe Loader - Unidentified,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
248,1218697,42000,1043806,14272,121,3.0,2003,6150.0,Medium,2011-09-29,200CLC,200,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,"9' 8""",None or Unspecified,None or Unspecified,Double,,,,,
249,1218701,27500,1054015,2160,121,3.0,2000,7856.0,Medium,2011-09-29,SK330LC,SK330,,,LC,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,"10' 10""",None or Unspecified,None or Unspecified,Double,,,,,
250,1219122,134000,1061213,16362,121,3.0,2007,2699.0,Medium,2011-10-13,GD655-3,GD655,,-3,,,Motorgrader - 145.0 to 170.0 Horsepower,Texas,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
251,1219320,47000,1022194,23623,121,3.0,2001,12188.0,High,2011-10-13,PC400LC6LK,PC400,LC,6,LK,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"10' 6""",None or Unspecified,None or Unspecified,Double,,,,,
252,1219542,6500,1028543,18263,121,3.0,2004,2280.0,Medium,2011-10-20,MC80,MC80,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
253,1219568,13000,1033486,9580,121,3.0,2006,2203.0,Medium,2011-10-20,T190,T190,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Georgia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
254,1219882,18500,1055771,35994,121,3.0,2009,1453.0,Medium,2011-10-27,425,425,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
255,1220250,44000,831251,1536,121,3.0,2006,408.0,Low,2011-11-03,D3GXL,D3,G,,XL,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Massachusetts,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,Differential Steer,,
256,1220395,14500,1059281,15771,121,3.0,2004,906.0,Low,2011-11-11,BL370,BL370,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Kentucky,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
257,1220413,30500,1008659,1276,121,3.0,1000,13329.0,Low,2011-11-10,330L,330,,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Wisconsin,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"11' 0""",None or Unspecified,None or Unspecified,Double,,,,,
258,1221109,8250,1028129,43,121,3.0,1000,4576.0,Low,2011-11-18,416II,416,,II,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
259,1221385,14000,1036013,18605,121,3.0,2005,3257.0,High,2011-12-01,CTL70,CTL70,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Wisconsin,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Hydraulic,Yes,Yes,Standard,,,,,,,,,,,
260,1221572,9000,1004869,3356,121,3.0,1000,0.0,,2011-12-08,12F,12,F,,,,Motorgrader - 45.0 to 130.0 Horsepower,Ohio,MG,Motor Graders,No,OROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
261,1221863,14000,1017333,17307,121,3.0,2009,453.0,Medium,2011-12-16,MT55,MT55,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Colorado,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
262,1222191,8500,1006360,10468,121,3.0,2005,1711.0,Low,2011-12-15,EC25,EC25,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Virginia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
263,1222540,24000,1054036,3893,121,3.0,1000,4607.0,Low,2011-12-22,992C,992,C,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,California,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
264,1236354,10000,1183780,6346,132,1.0,1000,,,2007-09-25,C266,C266,,,,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Colorado,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
265,1250435,9500,1526879,3091,132,99.0,1000,,,1995-06-17,125C,125,C,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,30 inch,"10' 6""",None or Unspecified,None or Unspecified,Double,,,,,
266,1250475,9000,1173000,6633,132,2.0,1997,,,2001-11-09,1840,1840,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Wisconsin,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
267,1251137,24000,1492449,6571,132,1.0,1985,,,1992-03-31,125,125,,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
268,1251190,8000,1464368,3112,132,99.0,1986,,,1994-10-18,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
